table_name,field_name,field_value,language,translation
stop_times,stop_headsign,前橋駅（芝塚・日高病院・県庁前 経由）,en,Maebashi Sta.(Via Shibazuka-Hidaka Hospital-Kencho mae)
stop_times,stop_headsign,前橋駅（日高病院・県庁前 経由）,en,Maebashi Sta.(Via Hidaka Hospital-Kencho mae)
stop_times,stop_headsign,県立女子大学（上滝・玉村 経由）,en,Gunma Prefectural Women's University(Via Kamitaki-Tamamura)
stop_times,stop_headsign,県立女子大学（玉村 経由）,en,Gunma Prefectural Women's University(Via Tamamura)
stop_times,stop_headsign,県立女子大学,en,Gunma Prefectural Women's University
stop_times,stop_headsign,高崎駅前（上滝 経由）,en,TAKASAKI Sta.(Via Kamitaki)
stop_times,stop_headsign,高崎駅前,en,TAKASAKI Sta.
stop_times,stop_headsign,県立女子大学（三光町 経由）,en,Gunma Prefectural Women's University(Via Sanko cho)
stop_times,stop_headsign,伊勢崎駅前（伊勢崎市民病院北 経由）,en,Isesaki Sta. (Via Isesaki Municipal Hospital North exit)
stop_times,stop_headsign,伊勢崎駅前,en,Isesaki Sta.
stop_times,stop_headsign,スマーク（伊勢崎市文化会館 経由）,en,SMARK(Via Isesakishibunkakaikan)
stop_times,stop_headsign,スマーク,en,SMARK
stop_times,stop_headsign,県立女子大学（伊勢崎市民病院北・上の宮 経由）,en,Gunma Prefectural Women's University(Via Isesaki Municipal Hospital North exit-Kaminomiya)
stop_times,stop_headsign,県立女子大学（上の宮・福島 経由）,en,Gunma Prefectural Women's University(Via Kaminomiya-Hukujima)
stop_times,stop_headsign,県立女子大学（福島 経由）,en,Gunma Prefectural Women's University(Via Hukujima)
stop_times,stop_headsign,伊勢崎駅前（伊勢崎市文化会館 経由）,en,Isesaki Sta.(Via Isesakishibunkakaikan)
stop_times,stop_headsign,新前橋駅西口（立川町通り・老年病研究所 経由）,en,Shinmaebashi Sta.WestExit(Via TatekawachoLine-Ronenbyo kenkyujo mae)
stop_times,stop_headsign,新前橋駅西口（老年病研究所 経由）,en,Shinmaebashi Sta.WestExit(Via Ronenbyo kenkyujo mae)
stop_times,stop_headsign,新前橋駅西口,en,Shinmaebashi Sta.WestExit
stop_times,stop_headsign,前橋駅前（老年病研究所・立川町通り・中央前橋駅前 経由）,en,Maebashi Sta.(Via Ronenbyo kenkyujo mae-TatekawachoLine-Chuomaebashi Sta.)
stop_times,stop_headsign,前橋駅前（立川町通り・中央前橋駅前 経由）,en,Maebashi Sta.(Via TatekawachoLine-Chuomaebashi Sta.)
stop_times,stop_headsign,前橋駅前,en,Maebashi Sta.
stop_times,stop_headsign,新前橋駅西口（立川町通り・老年病研究所・総社神社 経由）,en,Shinmaebashi Sta.WestExit(Via TatekawachoLine-Ronenbyo kenkyujo mae-SoujaShrine)
stop_times,stop_headsign,新前橋駅西口（老年病研究所・総社神社 経由）,en,Shinmaebashi Sta.WestExit(Via Ronenbyo kenkyujo mae-SoujaShrine)
stop_times,stop_headsign,新前橋駅西口（総社神社 経由）,en,Shinmaebashi Sta.WestExit(Via SoujaShrine)
stop_times,stop_headsign,前橋駅前（総社神社・老年病研究所・立川町通り 経由）,en,Maebashi Sta.(Via SoujaShrine-Ronenbyo kenkyujo mae-TatekawachoLine)
stop_times,stop_headsign,前橋駅前（老年病研究所・立川町通り 経由）,en,Maebashi Sta.(Via Ronenbyo kenkyujo mae-TatekawachoLine)
stop_times,stop_headsign,高崎駅東口（高女・中央中等コース下り 経由）,en,Takasaki Sta.EastExit(Takajo-Chuochuto Course outbound)
stop_times,stop_headsign,高崎駅東口（上大類・京目コース上り 経由）,en,Takasaki Sta.EastExit(Kamiorui-Kyome Course inbound)
stop_times,stop_headsign,高崎駅東口（上大類・ 京目コース下り 経由）,en,Takasaki Sta.EastExit(Kamiorui-Kyome Course outbound)
stop_times,stop_headsign,高崎駅東口（高女・中央中等コース上り 経由）,en,Takasaki Sta.EastExit(Takajo-Chuochuto Course inbound)
stop_times,stop_headsign,高崎駅東口,en,Takasaki Sta.EastExit
stop_times,stop_headsign,大沢町（上大類・京目コース下り 経由）,en,Osawamachi(Kamiorui-Kyome Cours outbound)
stop_times,stop_headsign,大沢町,en,Osawamachi
stop_times,stop_headsign,上京目公民館前（高女・中央中等コース下り 経由）,en,Kamikyome Kominkan mae(Takajo-Chuochuto Course outbound)
stop_times,stop_headsign,高崎駅東口（健大・元島名コース下り 経由）,en,Takasaki Sta.EastExit(Kendai-Motoshimana Course outbound)
stop_times,stop_headsign,高崎駅東口（中居団地・群馬の森コースのぼり 経由）,en,Takasaki Sta.EastExit(Nakaidanchi-Gunmanomori Course inbound)
stop_times,stop_headsign,高崎駅東口（中居団地・群馬の森コース下り 経由）,en,Takasaki Sta.EastExit(Nakaidanchi-Gunmanomori Course outbound)
stop_times,stop_headsign,高崎駅東口（健大・元島名コース上り 経由）,en,Takasaki Sta.EastExit(Kendai-Motoshimana Course inbound)
stop_times,stop_headsign,高崎駅東口（高女・中央中等コース下り　・学校通学対応便 経由）,en,Takasaki Sta.EastExit(Takajo-Chuochuto Course outbound)
stop_times,stop_headsign,中島団地入口（健大・元島名コース 経由）,en,Nakajimadanchi Iriguchi(Kendai-Motoshimana Course inbound)
stop_times,stop_headsign,高崎駅東口（中居団地・群馬の森コース上り 経由）,en,Takasaki Sta.EastExit(Nakaidanchi-Gunmanomori Course inbound)
stop_times,stop_headsign,島野町南（中居団地・群馬の森コース下り 経由）,en,Shimanomachi Minami(Nakaidanchi-Gunmanomori Course outbound)
stop_times,stop_headsign,島野町南（健大・元島名コースのぼり 経由）,en,Shimanomachi Minami(Kendai-Motoshimana Course inbound)
routes,route_long_name,11A 前橋高崎線（芝塚経由）,en,11A Maebashi-Takasaki Line
routes,route_long_name,11B 前橋高崎線（芝塚経由）,en,11B Maebashi-Takasaki Line
routes,route_long_name,17 高崎玉村線,en,17 Takasaki-Tamamura Line
routes,route_long_name,伊勢崎玉村線,en,Isesaki-Tamamura Line
routes,route_long_name,（臨時）高崎　女子大線,en,(Extraordinary)Takasaki sta.-Gunma Prefectural Wom
routes,route_long_name,スマーク伊勢崎線,en,SMARK-Isesaki Line
routes,route_long_name,47A 新前橋駅西口線,en,47A Shinmaebashi sta.WestExit Line
routes,route_long_name,47B 新前橋駅西口線,en,47B Shinmaebashi sta.WestExit Line
routes,route_long_name,7 ぐるりん京ヶ島線,en,7 Gururin kyogashima Line
routes,route_long_name,8 ぐるりん京ヶ島線,en,8 Gururin kyogashima Line
routes,route_long_name,9 ぐるりん群馬の森線,en,9 Gunmanomori Line
routes,route_long_name,10 ぐるりん群馬の森線,en,10 Gunmanomori Line
