route_id,service_id,trip_id,trip_headsign,block_id,trip_short_name,direction_id,shape_id
スマーク線_A,土日祝,土日祝_17時15分_系統1311,スマーク（伊勢崎市文化会館 経由）,,,0,1311
高崎　女子大線_A,土日祝,土日祝_17時20分_系統121,県立女子大学（上滝・玉村 経由）,,,0,121
新前橋駅西口線_B,土日祝,土日祝_17時20分_系統10721,新前橋駅西口（立川町通り・老年病研究所・総社神社 経由）,,,0,10721
スマーク線_A,土日祝,土日祝_17時45分_系統1312,伊勢崎駅前（伊勢崎市文化会館 経由）,,,1,1312
高崎市循環バス　ぐるりん　群馬の森線_A,土日祝,土日祝_17時55分_系統20211,高崎駅東口（健大・元島名コース下り 経由）,,,1,20211
新前橋駅西口線_B,土日祝,土日祝_18時05分_系統10722,前橋駅前（総社神社・老年病研究所・立川町通り 経由）,,,1,10722
高崎市循環バス　ぐるりん　京ヶ島線_A,土日祝,土日祝_18時10分_系統20111,高崎駅東口（高女・中央中等コース下り 経由）,,,1,20111
前橋高崎線_A,土日祝,土日祝_18時15分_系統102,前橋駅（芝塚・日高・県庁前 経由）,,,1,102
スマーク線_A,土日祝,土日祝_18時15分_系統1311,スマーク（伊勢崎市文化会館 経由）,,,0,1311
高崎市循環バス　ぐるりん　群馬の森線_B,土日祝,土日祝_18時15分_系統20212,高崎駅東口（中居団地・群馬の森コース下り 経由）,,,0,20212
前橋高崎線_A,土日祝,土日祝_18時15分_系統101,高崎駅（本町・県庁前・日高・芝塚 経由）,,,0,101
高崎市循環バス　ぐるりん　京ヶ島線_B,土日祝,土日祝_18時30分_系統20112,高崎駅東口（上大類・ 京目コース下り 経由）,,,0,20112
スマーク線_A,土日祝,土日祝_18時50分_系統1312,伊勢崎駅前（伊勢崎市文化会館 経由）,,,1,1312
新前橋駅西口線_B,土日祝,土日祝_19時10分_系統10721,新前橋駅西口（立川町通り・老年病研究所・総社神社 経由）,,,0,10721
スマーク線_A,土日祝,土日祝_19時10分_系統1311,スマーク（伊勢崎市文化会館 経由）,,,0,1311
高崎市循環バス　ぐるりん　群馬の森線_A,土日祝,土日祝_19時25分_系統20222,中島団地入口（健大・元島名コース 経由）,,,0,20222
前橋高崎線_A,土日祝,土日祝_19時30分_系統101,高崎駅（本町・県庁前・日高・芝塚 経由）,,,0,101
前橋高崎線_A,土日祝,土日祝_19時30分_系統102,前橋駅（芝塚・日高・県庁前 経由）,,,1,102
スマーク線_A,土日祝,土日祝_19時30分_系統1312,伊勢崎駅前（伊勢崎市文化会館 経由）,,,1,1312
高崎市循環バス　ぐるりん　京ヶ島線_A,土日祝,土日祝_19時35分_系統20131,上京目公民館前（高女・中央中等コース下り 経由）,,,0,20131
高崎市循環バス　ぐるりん　群馬の森線_B,土日祝,土日祝_19時45分_系統20232,島野町南（中居団地・群馬の森コース下り 経由）,,,0,20232
新前橋駅西口線_B,土日祝,土日祝_19時50分_系統10722,前橋駅前（総社神社・老年病研究所・立川町通り 経由）,,,1,10722
高崎市循環バス　ぐるりん　京ヶ島線_B,土日祝,土日祝_19時55分_系統20122,大沢町（上大類・京目コース下り 経由）,,,0,20122
スマーク線_A,土日祝,土日祝_20時10分_系統1311,スマーク（伊勢崎市文化会館 経由）,,,0,1311
前橋高崎線_A,土日祝,土日祝_20時15分_系統102,前橋駅（芝塚・日高・県庁前 経由）,,,1,102
スマーク線_A,土日祝,土日祝_20時30分_系統1312,伊勢崎駅前（伊勢崎市文化会館 経由）,,,1,1312
スマーク線_A,年末・年始,年末・年始_08時55分_系統1311,スマーク（伊勢崎市文化会館 経由）,,,0,1311
スマーク線_A,年末・年始,年末・年始_09時15分_系統1312,伊勢崎駅前（伊勢崎市文化会館 経由）,,,1,1312
スマーク線_A,年末・年始,年末・年始_09時50分_系統1311,スマーク（伊勢崎市文化会館 経由）,,,0,1311
スマーク線_A,年末・年始,年末・年始_10時10分_系統1312,伊勢崎駅前（伊勢崎市文化会館 経由）,,,1,1312
スマーク線_A,年末・年始,年末・年始_10時30分_系統1311,スマーク（伊勢崎市文化会館 経由）,,,0,1311
スマーク線_A,年末・年始,年末・年始_11時00分_系統1312,伊勢崎駅前（伊勢崎市文化会館 経由）,,,1,1312
スマーク線_A,年末・年始,年末・年始_11時40分_系統1311,スマーク（伊勢崎市文化会館 経由）,,,0,1311
スマーク線_A,年末・年始,年末・年始_12時15分_系統1312,伊勢崎駅前（伊勢崎市文化会館 経由）,,,1,1312
スマーク線_A,年末・年始,年末・年始_12時55分_系統1311,スマーク（伊勢崎市文化会館 経由）,,,0,1311
スマーク線_A,年末・年始,年末・年始_13時15分_系統1312,伊勢崎駅前（伊勢崎市文化会館 経由）,,,1,1312
スマーク線_A,年末・年始,年末・年始_14時35分_系統1311,スマーク（伊勢崎市文化会館 経由）,,,0,1311
スマーク線_A,年末・年始,年末・年始_15時15分_系統1312,伊勢崎駅前（伊勢崎市文化会館 経由）,,,1,1312
スマーク線_A,年末・年始,年末・年始_16時20分_系統1311,スマーク（伊勢崎市文化会館 経由）,,,0,1311
スマーク線_A,年末・年始,年末・年始_16時45分_系統1312,伊勢崎駅前（伊勢崎市文化会館 経由）,,,1,1312
スマーク線_A,年末・年始,年末・年始_17時15分_系統1311,スマーク（伊勢崎市文化会館 経由）,,,0,1311
スマーク線_A,年末・年始,年末・年始_17時45分_系統1312,伊勢崎駅前（伊勢崎市文化会館 経由）,,,1,1312
スマーク線_A,年末・年始,年末・年始_18時15分_系統1311,スマーク（伊勢崎市文化会館 経由）,,,0,1311
スマーク線_A,年末・年始,年末・年始_18時50分_系統1312,伊勢崎駅前（伊勢崎市文化会館 経由）,,,1,1312
スマーク線_A,年末・年始,年末・年始_19時10分_系統1311,スマーク（伊勢崎市文化会館 経由）,,,0,1311
スマーク線_A,年末・年始,年末・年始_19時30分_系統1312,伊勢崎駅前（伊勢崎市文化会館 経由）,,,1,1312
スマーク線_A,年末・年始,年末・年始_20時10分_系統1311,スマーク（伊勢崎市文化会館 経由）,,,0,1311
スマーク線_A,年末・年始,年末・年始_20時30分_系統1312,伊勢崎駅前（伊勢崎市文化会館 経由）,,,1,1312
